"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"country_japan_pilot_8";"Kanichi Masuzawa";"Kanichi Masuzawa";"Kanichi Masuzawa";"Kanichi Masuzawa";"Kanichi Masuzawa";"Каничи Масузава";"Kanichi Masuzow";"Kaniči Masuzava";"Kanichi Masuzawa";"増\t泽\t宽\t一";"増沢貫一";"Kanichi Masuzawa";"Kanichi Masuzawa";"Канічі Масузава";"Kanichi Masuzawa";"Maszuzava Kanicsi";"마스자와 칸이치";"Каніці Масузава";"««Kanichi Masuzawa»»";"増澤寬一";"増\t泽\t宽\t一";;
"country_japan_pilot_9";"Koshiro Yamaguchi";"Koshiro Yamaguchi";"Koshiro Yamaguchi";"Koshiro Yamaguchi";"Koshiro Yamaguchi";"Коширо Ямагучи";"Koshiro Yamaguchi";"Koširo Jamaguči";"Koshiro Yamaguchi";"山\t口\t幸\t四\t郎";"山口　\t幸四郎";"Koshiro Yamaguchi";"Koshiro Yamaguchi";"Кошіро Ямагучі";"Koshiro Yamaguchi";"Jamagucsi Kosiro";"야마구치 코시로";"Касіро Ямагуці";"««Koshiro Yamaguchi»»";"山口幸四郎";"山\t口\t幸\t四\t郎";;
"country_japan_pilot_10";"Toshiya Serizawa";"Toshiya Serizawa";"Toshiya Serizawa";"Toshiya Serizawa";"Toshiya Serizawa";"Тошия Сэридзава";"Toshiya Serizawa";"Tošija Serizawa";"Toshiya Serizawa";"芹\t泽\t俊\t哉";"上原　\t利明";"Toshiya Serizawa";"Toshiya Serizawa";"Тошія Серідзава";"Toshiya Serizawa";"Szerizava Tosija";"세리자와 토시야";"Тасё Сэрыдзава";"««Toshiya Serizawa»»";"芹澤俊哉";"芹\t泽\t俊\t哉";;
"country_japan_pilot_11";"Yukio Onozaki";"Yukio Onozaki";"Yukio Onozaki";"Yukio Onozaki";"Yukio Onozaki";"Юкио Онодзаки";"Yukio Onozaki";"Jukio Onozaki";"Yukio Onozaki";"小\t野\t崎\t由\t纪\t夫";"小野崎　\t幸夫";"Yukio Onozaki";"Yukio Onozaki";"Юкіо Онодзакі";"Yukio Onozaki";"Onozaki Jukio";"오노자키 유키오";"Юкё Анодзакі";"««Yukio Onozaki»»";"小野崎由紀夫";"小\t野\t崎\t由\t纪\t夫";;
"country_japan_pilot_12";"Hiroshi Koga";"Hiroshi Koga";"Hiroshi Koga";"Hiroshi Koga";"Hiroshi Koga";"Хироси Кога";"Hiroshi Koga";"Hiroši Koga";"Hiroshi Koga";"古\t贺\t弘";"古賀　\t弘";"Hiroshi Koga";"Hiroshi Koga";"Хіросі Кога";"Hiroshi Koga";"Koga Hirosi";"코가 히로시";"Хіросі Кога";"««Hiroshi Koga»»";"古賀弘";"古\t贺\t弘";;
"country_australia_pilot_5";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"Хьюго Вильфред Стэнли";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"雨\t果\t·\t威\t尔\t弗\t雷\t德\t·\t斯\t坦\t利";"ヒューゴ・ウィルフレッド・スタンレー";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"Г'юґо Вільфред Стенлі";"Hugo Wilfred Stanley";"Hugo Wilfred Stanley";"휴고 윌프레드 스탠리";"Г'юга Уілфрэд Стэнлі";"««Hugo Wilfred Stanley»»";"雨果•威爾弗雷德•斯坦利";"雨\t果\t·\t威\t尔\t弗\t雷\t德\t·\t斯\t坦\t利";;
"country_australia_pilot_6";"Arthur Waters";"Arthur Waters";"Arthur Waters";"Arthur Waters";"Arthur Waters";"Артур Вотерс";"Arthur Waters";"Arthur Waters";"Arthur Waters";"亚\t瑟\t·\t沃\t特\t斯";"アーサー・ウォーターズ";"Arthur Waters";"Arthur Waters";"Артур Уотерс";"Arthur Waters";"Arthur Waters";"아서 월터스";"Артур Уотэрз";"««Arthur Waters»»";"亞瑟•沃特斯";"亚\t瑟\t·\t沃\t特\t斯";;
"country_australia_pilot_7";"Robert Armstrong";"Robert Armstrong";"Robert Armstrong";"Robert Armstrong";"Robert Armstrong";"Роберт Армстронг";"Robert Armstrong";"Robert Armstrong";"Robert Armstrong";"罗\t伯\t特\t·\t阿\t姆\t斯\t特\t朗";"ロバート・アームストロング";"Robert Armstrong";"Robert Armstrong";"Роберт Армстронг";"Robert Armstrong";"Robert Armstrong";"로버트 암스트롱";"Робэрт Армстранг";"««Robert Armstrong»»";"羅伯特•阿姆斯壯";"罗\t伯\t特\t·\t阿\t姆\t斯\t特\t朗";;
"country_australia_pilot_8";"Wilfred Sheen";"Wilfred Sheen";"Wilfred Sheen";"Wilfred Sheen";"Wilfred Sheen";"Уилфред Шин";"Wilfred Sheen";"Wilfred Sheen";"Wilfred Sheen";"威\t尔\t弗\t雷\t德\t·\t西\t恩";"ウィルフレッド・シーン";"Wilfred Sheen";"Wilfred Sheen";"Вільфред Шін";"Wilfred Sheen";"Wilfred Sheen";"윌프레드 쉰";"Улфрэд Шын";"««Wilfred Sheen»»";"威爾弗雷德•西恩";"威\t尔\t弗\t雷\t德\t·\t西\t恩";;
"country_australia_pilot_9";"Caldwell Rawlinson";"Caldwell Rawlinson";"Caldwell Rawlinson";"Caldwell Rawlinson";"Caldwell Rawlinson";"Колдуэлл Раулинсон";"Caldwell Rawlinson";"Caldwell Rawlinson";"Caldwell Rawlinson";"考\t德\t威\t尔\t·\t罗\t林\t森";"コールドウェル・ローリンソン";"Caldwell Rawlinson";"Caldwell Rawlinson";"Колдуелл Роулінсон";"Caldwell Rawlinson";"Caldwell Rawlinson";"콜드웰 로린슨";"Колдуэл Роўлінсан";"««Caldwell Rawlinson»»";"考德威爾•羅林森";"考\t德\t威\t尔\t·\t罗\t林\t森";;
"country_australia_pilot_10";"Ian Cronin";"Ian Cronin";"Ian Cronin";"Ian Cronin";"Ian Cronin";"Иан Кронин";"Ian Cronin";"Ian Cronin";"İan Cronin";"伊\t恩\t·\t克\t罗\t宁";"イアン・クローニン";"Ian Cronin";"Ian Cronin";"Іан Кронін";"Ian Cronin";"Ian Cronin";"이안 크로닌";"Іян Кронін";"««Ian Cronin»»";"伊恩•克羅寧";"伊\t恩\t·\t克\t罗\t宁";;
"country_australia_pilot_11";"Stig Truscott";"Stig Truscott";"Stig Truscott";"Stig Truscott";"Stig Truscott";"Стиг Траскотт";"Stig Truscott";"Stig Truscott";"Stig Truscott";"斯\t蒂\t格\t·\t特\t拉\t斯\t科\t特";"スティグ・トラスコット";"Stig Truscott";"Stig Truscott";"Стіг Траскотт";"Stig Truscott";"Stig Truscott";"스티그 트루스캇";"Стыг Траскат";"««Stig Truscott»»";"斯蒂格•特拉斯科特";"斯\t蒂\t格\t·\t特\t拉\t斯\t科\t特";;
"country_australia_pilot_12";"Clive ""Killer"" MacLachlan";"Clive ""Killer"" MacLachlan";"Clive ""Killer"" MacLachlan";"Clive ""Killer"" MacLachlan";"Clive ""Asesino"" MacLachlan";"Клайв ""Киллер"" МакЛахлан";"Clive „Zabójca” MacLachlan";"Clive ""Killer"" MacLachlan";"Clive ""Katil"" MacLachlan";"克\t莱\t夫\t·\t“\t杀\t手\t”\t·\t麦\t克\t拉\t克\t伦";"クライブ「キラー」\tマクラクラン";"Clive Malvino ""Assassino""";"Clive ""Killer"" MacLachlan";"Клайв ""Кіллер"" МакЛахлан";"Clive ""Killer""MacLachlan";"Clive „Killer” MacLachlan";"클라이브 '킬러' 맥라클란";"Клайв МакЛахлан";"««Clive ""Killer"" MacLachlan»»";"“殺手”克萊夫•麥克拉克倫";"克\t莱\t夫\t·\t“\t杀\t手\t”\t·\t麦\t克\t拉\t克\t伦";;
"country_britain_pilot_5";"George Aitken";"George Aitken";"George Aitken";"George Aitken";"George Aitken";"Джордж Айткен";"George Aitken";"George Aitken";"George Aitken";"乔\t治\t·\t艾\t特\t肯";"ジョージ・アイトケン";"George Aitken";"George Aitken";"Джордж Айткен";"George Aitken";"George Aitken";"조지 에이트켄";"Джордж Эйткен";"««George Aitken»»";"喬治•艾特肯";"乔\t治\t·\t艾\t特\t肯";;
"country_britain_pilot_6";"Peter Vaykeham";"Peter Vaykeham";"Peter Vaykeham";"Peter Vaykeham";"Peter Vaykeham";"Питер Вайкехам";"Peter Vaykeham";"Peter Vaykeham";"Peter Vaykeham";"彼\t得\t·\t维\t克\t汉\t姆";"ピーター・ベイケハム";"Peter Vaykeham";"Peter Vaykeham";"Пітер Вайкехам";"Peter Vaykeham";"Peter Vaykeham";"피터 바이크험";"Пітэр Вэйкехэм";"««Peter Vaykeham»»";"彼得•維克漢姆";"彼\t得\t·\t维\t克\t汉\t姆";;
"country_britain_pilot_7";"Dudley Carey";"Dudley Carey";"Dudley Carey";"Dudley Carey";"Dudley Carey";"Дудли Кэри";"Dudley Carey";"Dudley Carey";"Dudley Carey";"达\t德\t利\t·\t凯\t里";"ダッドリー・ケリー";"Dudley Carey";"Dudley Carey";"Дудлі Кері";"Dudley Carey";"Dudley Carey";"두들리 케어리";"Дадлі Кэры";"««Dudley Carey»»";"達德利•凱裡";"达\t德\t利\t·\t凯\t里";;
"country_britain_pilot_8";"Jack Bader";"Jack Bader";"Jack Bader";"Jack Bader";"Jack Bader";"Джек Бэйдер";"Jack Bader";"Jack Bader";"Jack Bader";"杰\t克\t·\t巴\t德";"ジャック・ベダー";"Jack Bader";"Jack Bader";"Джек Бейдер";"Jack Bader";"Jack Bader";"잭 베이더";"Джэк Бэйдэр";"««Jack Bader»»";"傑克•巴德";"杰\t克\t·\t巴\t德";;
"country_britain_pilot_9";"Ernest Neville Tak";"Ernest Neville Tak";"Ernest Neville Tak";"Ernest Neville Tak";"Ernest Neville Tak";"Эрнест Невилль Так";"Ernest Neville Tak";"Ernest Neville Tak";"Ernest Neville Tak";"欧\t内\t斯\t特\t·\t内\t维\t尔\t·\t塔\t克";"アーンスト・ネビル・タック";"Ernest Neville Tak";"Ernest Neville Tak";"Ернест Невілл Так";"Ernest Neville Tak";"Ernest Neville Tak";"어니스트 네빌 탁";"Эрнэст Нэвіл Так";"««Ernest Neville Tak»»";"歐尼斯特•內維爾•塔克";"欧\t内\t斯\t特\t·\t内\t维\t尔\t·\t塔\t克";;
"country_britain_pilot_10";"Frank Dandes";"Frank Dandes";"Frank Dandes";"Frank Dandes";"Frank Dandes";"Френк Дандэс";"Frank Dandes";"Frank Dandes";"Frank Dandes";"弗\t兰\t克\t·\t但\t德\t斯";"フランク ・ ダンデズ";"Frank Dandes";"Frank Dandes";"Френк Дандес";"Frank Dandes";"Frank Dandes";"프랭크 댄데스";"Фрэнк Дандэз";"««Frank Dandes»»";"弗蘭克•但德斯";"弗\t兰\t克\t·\t但\t德\t斯";;
"country_britain_pilot_11";"Patrick Dow";"Patrick Dow";"Patrick Dow";"Patrick Dow";"Patrick Dow";"Патрик Доу";"Patrick Dow";"Patrick Dow";"Patrick Dow";"帕\t特\t里\t克\t·\t道";"パトリック・ドー";"Patrick Dow";"Patrick Dow";"Патрік Доу";"Patrick Dow";"Patrick Dow";"패트릭 다우";"Патрык Доў";"««Patrick Dow»»";"派翠克•道";"帕\t特\t里\t克\t·\t道";;
"country_britain_pilot_12";"Arthur Semple";"Arthur Semple";"Arthur Semple";"Arthur Semple";"Arthur Semple";"Артур Сэмпл";"Arthur Semple";"Arthur Semple";"Arthur Semple";"亚\t瑟\t·\t森\t普\t尔";"アーサー・センプル";"Arthur Semple";"Arthur Semple";"Артур Семпл";"Arthur Semple";"Arthur Semple";"아서 셈플";"Артур Сэмпл";"««Arthur Semple»»";"亞瑟•森普爾";"亚\t瑟\t·\t森\t普\t尔";;
"country_germany_pilot_5";"Horst Adrian";"Horst Adrian";"Horst Adrian";"Horst Adrian";"Horst Adrian";"Хорст Адриан";"Horst Adrian";"Horst Adrian";"Horst Adrian";"霍\t斯\t特\t·\t艾\t德\t里\t安";"ホースト・エイドリアン";"Adrian Horst";"Horst Adrian";"Хорст Адріан";"Horst Adrian";"Horst Adrian";"호르스트 에이드리언";"Горст Адрыян";"««Horst Adrian»»";"霍斯特•艾德里安";"霍\t斯\t特\t·\t艾\t德\t里\t安";;
"country_germany_pilot_6";"Ulrich Kupfer";"Ulrich Kupfer";"Ulrich Kupfer";"Ulrich Kupfer";"Ulrich Kupfer";"Ульрих Купфер";"Ulrich Kupfer";"Ulrich Kupfer";"Ulrich Kupfer";"乌\t尔\t里\t希\t·\t库\t普\t弗";"ウルリッヒ・クファー";"Ulrich Kupfer";"Ulrich Kupfer";"Ульріх Купфер";"Ulrich Kupfer";"Ulrich Kupfer";"울리히 쿠퍼";"Ульрых Купфэр";"««Ulrich Kupfer»»";"烏爾裡希•庫普弗";"乌\t尔\t里\t希\t·\t库\t普\t弗";;
"country_germany_pilot_7";"Ernest Greiner";"Ernest Greiner";"Ernest Greiner";"Ernest Greiner";"Ernest Greiner";"Эрнест Грейнер";"Ernest Greiner";"Ernest Greiner";"Ernest Greiner";"欧\t内\t斯\t特\t·\t格\t雷\t纳";"アーンスト・グレイナー";"Ernest Greiner";"Ernest Greiner";"Ернест Грейнер";"Ernest Greiner";"Ernest Greiner";"어니스트 그레이너";"Эрнэст Ґрайнэр";"««Ernest Greiner»»";"歐尼斯特•格雷納";"欧\t内\t斯\t特\t·\t格\t雷\t纳";;
"country_germany_pilot_8";"Frederick Lemke";"Frederick Lemke";"Frederick Lemke";"Frederick Lemke";"Frederick Lemke";"Фридрих Лемке";"Frederick Lemke";"Frederick Lemke";"Frederick Lemke";"弗\t雷\t德\t里\t克\t·\t莱\t姆\t克";"フレデリック・レムケ";"Frederick Lemke";"Frederick Lemke";"Фрідріх Лемке";"Frederick Lemke";"Frederick Lemke";"프레드릭 렘케";"Фрэдэрык Лемке";"««Frederick Lemke»»";"弗雷德里克•萊姆克";"弗\t雷\t德\t里\t克\t·\t莱\t姆\t克";;
"country_germany_pilot_9";"Julius Nordmann";"Julius Nordmann";"Julius Nordmann";"Julius Nordmann";"Julius Nordmann";"Юлиус Нордманн";"Julius Nordmann";"Julius Nordmann";"Julius Nordmann";"朱\t利\t叶\t斯\t·\t诺\t德\t曼";"ユリウス・ノードマン";"Julius Nordmann";"Julius Nordmann";"Юліус Нордманн";"Julius Nordmann";"Julius Nordmann";"율리우스 노르트만";"Юльюс Нордман";"««Julius Nordmann»»";"朱利斯•諾德曼";"朱\t利\t叶\t斯\t·\t诺\t德\t曼";;
"country_germany_pilot_10";"Emil Moritz";"Emil Moritz";"Emil Moritz";"Emil Moritz";"Emil Moritz";"Эмиль Моритц";"Emil Moritz";"Emil Moritz";"Emil Moritz";"埃\t米\t尔\t·\t莫\t里\t茨";"エミル・モリッツ";"Emil Moritz";"Emil Moritz";"Еміль Моріц";"Emil Moritz";"Emil Moritz";"에밀 모리츠";"Эміль Морыц";"««Emil Moritz»»";"埃米爾•莫里茨";"埃\t米\t尔\t·\t莫\t里\t茨";;
"country_germany_pilot_11";"Willie Trenkel";"Willie Trenkel";"Willie Trenkel";"Willie Trenkel";"Willie Trenkel";"Вилли Тренкель";"Willie Trenkel";"Willie Trenkel";"Willie Trenkel";"威\t利\t·\t特\t伦\t克\t尔";"ウィリー・トレンケル";"Willie Trenkel";"Willie Trenkel";"Віллі Тренкель";"Willie Trenkel";"Willie Trenkel";"빌리 트렝켈";"Вілі Трэнкель";"««Willie Trenkel»»";"威利•特倫克爾";"威\t利\t·\t特\t伦\t克\t尔";;
"country_germany_pilot_12";"Heinz Shnaufer";"Heinz Shnaufer";"Heinz Shnaufer";"Heinz Schnaufer";"Heinz Shnaufer";"Хайнц Шнауфер";"Heinz Shnaufer";"Heinz Shnaufer";"Heinz Shnaufer";"海\t因\t茨\t·\t施\t瑙\t夫\t尔";"ハインツ・シュナウファー";"Heinz Shnaufer";"Heinz Shnaufer";"Гайнц Шнауфер";"Heinz Shnaufer";"Heinz Shnaufer";"하인트 슈나우퍼";"Гайнц Шнаўфэр";"««Heinz Shnaufer»»";"海因茨•施瑙夫爾";"海\t因\t茨\t·\t施\t瑙\t夫\t尔";;
"country_italy_pilot_5";"Giuseppe Firulli";"Giuseppe Firulli";"Giuseppe Firulli";"Giuseppe Firulli";"Giuseppe Firulli";"Джузеппе Фирулли";"Giuseppe Firulli";"Giuseppe Firulli";"Giuseppe Firulli";"朱\t塞\t佩\t·\t菲\t鲁\t里";"ジョセッぺ・フィルーリ";"Giuseppe Firulli";"Giuseppe Firulli";"Джузеппе Фіруллі";"Giuseppe Firulli";"Giuseppe Firulli";"쥬세페 휘룰리";"Джузэпэ Фіруллі";"««Giuseppe Firulli»»";"朱塞佩•菲魯裡";"朱\t塞\t佩\t·\t菲\t鲁\t里";;
"country_italy_pilot_6";"Franco Tarantola";"Franco Tarantola";"Ennio Tarantola";"Franco Tarantola";"Franco Tarantola";"Франко Тарантола";"Franco Tarantola";"Franco Tarantola";"Franco Tarantola";"弗\t朗\t哥\t·\t塔\t兰\t托\t拉";"フランコ・タラントーラ";"Franco Tarantola";"Franco Tarantola";"Франко Тарантола";"Franco Tarantola";"Franco Tarantola";"프랑코 타란톨라";"Франка Тарантоля";"««Franco Tarantola»»";"弗朗哥•塔蘭托拉";"弗\t朗\t哥\t·\t塔\t兰\t托\t拉";;
"country_italy_pilot_7";"Carlo Baschirotto";"Carlo Baschirotto";"Gian Lino Baschirotto";"Carlo Baschirotto";"Carlo Baschirotto";"Карло Басчиротто";"Carlo Baschirotto";"Carlo Baschirotto";"Carlo Baschirotto";"卡\t罗\t·\t巴\t斯\t齐\t洛\t托";"カルロ・バシロット";"Carlo Baschirotto";"Carlo Baschirotto";"Карло Басчіротто";"Carlo Baschirotto";"Carlo Baschirotto";"카를로 바스치로토";"Карла Баскірота";"««Carlo Baschirotto»»";"卡羅•巴斯齊洛托";"卡\t罗\t·\t巴\t斯\t齐\t洛\t托";;
"country_italy_pilot_8";"Hugo Reiner";"Hugo Reiner";"Hugo Reiner";"Hugo Reiner";"Hugo Reiner";"Уго Рейнер";"Hugo Reiner";"Hugo Reiner";"Hugo Reiner";"雨\t果\t·\t雷\t纳";"ヒューゴ・レイナー";"Hugo Reiner";"Hugo Reiner";"Г'юґо Рейнер";"Hugo Reiner";"Hugo Reiner";"휴고 라이너";"Гуго Райнэр";"««Hugo Reiner»»";"雨果•雷納";"雨\t果\t·\t雷\t纳";;
"country_italy_pilot_9";"Andrea Visconti";"Andrea Visconti";"Adriano Visconti";"Andrea Visconti";"Andrea Visconti";"Андреа Висконти";"Andrea Visconti";"Andrea Visconti";"Andrea Visconti";"安\t德\t烈\t亚\t·\t维\t斯\t康\t蒂";"アンドレア・ヴィスコンティ";"Andrea Visconti";"Andrea Visconti";"Андреа Вісконті";"Andrea Visconti";"Andrea Visconti";"안드레아 비스콘티";"Андрэа Вісконці";"««Andrea Visconti»»";"安德莉亞•維斯康蒂";"安\t德\t烈\t亚\t·\t维\t斯\t康\t蒂";;
"country_italy_pilot_10";"Luigi Corrado";"Luigi Corrado";"Luigi Corrado";"Luigi Corrado";"Luigi Corrado";"Луиджи Коррадо";"Luigi Corrado";"Luigi Corrado";"Luigi Corrado";"路\t易\t吉\t·\t科\t拉\t多";"ルイジ・コラード";"Luigi Corrado";"Luigi Corrado";"Луїджі Коррадо";"Luigi Corrado";"Luigi Corrado";"루이지 코라도";"Люіджы Карада";"««Luigi Corrado»»";"路易吉•柯拉多";"路\t易\t吉\t·\t科\t拉\t多";;
"country_italy_pilot_11";"Leonardo Lucchini";"Leonardo Lucchini";"Leonardo Lucchini";"Leonardo Lucchini";"Leonardo Lucchini";"Леонардо Луччини";"Leonardo Luchchini";"Leonardo Lucchini";"Leonardo Lucchini";"莱\t昂\t纳\t多\t·\t卢\t基\t尼";"レオナルド・ルッキーニ";"Leonardo Lucchini";"Leonardo Lucchini";"Леонардо Луччіні";"Leonardo Lucchini";"Leonardo Lucchini";"레오나르도 루치니";"Леанарда Луччыні";"««Leonardo Lucchini»»";"萊昂納多•盧基尼";"莱\t昂\t纳\t多\t·\t卢\t基\t尼";;
"country_italy_pilot_12";"Giulio Drago";"Giulio Drago";"Ugo Drago";"Giulio Drago";"Giulio Drago";"Джулио Драго";"Giulio Drago";"Giulio Drago";"Giulio Drago";"朱\t利\t奥\t·\t德\t拉\t戈";"ジュリオ・ドラゴ";"Giulio Drago";"Giulio Drago";"Джуліо Драго";"Giulio Drago";"Giulio Drago";"쥴리오 드라고";"Джульё Драга";"««Giulio Drago»»";"朱利奧•德拉戈";"朱\t利\t奥\t·\t德\t拉\t戈";;
"country_usa_pilot_5";"Tom Anderson";"Tom Anderson";"Tom Anderson";"Tom Anderson";"Tom Anderson";"Том Андерсон";"Tom Anderson";"Tom Anderson";"Tom Anderson";"汤\t姆\t·\t安\t德\t森";"トム・アンダーソン";"Tom Anderson";"Tom Anderson";"Том Андерсон";"Tom Anderson";"Tom Anderson";"톰 앤더슨";"Том Андэрсан";"««Tom Anderson»»";"湯姆•安德森";"汤\t姆\t·\t安\t德\t森";;
"country_usa_pilot_6";"Donald Hill";"Donald Hill";"Donald Hill";"Donald Hill";"Donald Hill";"Дональд Хилл";"Donald Hill";"Donald Hill";"Donald Hill";"唐\t纳\t德\t·\t希\t尔";"ドナルド・ヒル";"Donald Hill";"Donald Hill";"Дональд Хілл";"Donald Hill";"Donald Hill";"도널드 힐";"Дональд Хіл";"««Donald Hill»»";"唐納德•希爾";"唐\t纳\t德\t·\t希\t尔";;
"country_usa_pilot_7";"Thomas Carson";"Thomas Carson";"Thomas Carson";"Thomas Carson";"Thomas Carson";"Томас Карсон";"Thomas Carson";"Thomas Carson";"Thomas Carson";"托\t马\t斯\t·\t卡\t森";"トーマス・カーソン";"Thomas Carson";"Thomas Carson";"Томас Карсон";"Thomas Carson";"Thomas Carson";"토마스 칼슨";"Томас Карсан";"««Thomas Carson»»";"湯瑪斯•卡森";"托\t马\t斯\t·\t卡\t森";;
"country_usa_pilot_8";"Scott Johnson";"Scott Johnson";"Scott Johnson";"Scott Johnson";"Scott Johnson";"Скотт Джонсон";"Scott Johnson";"Scott Johnson";"Scott Johnson";"斯\t科\t特\t·\t约\t翰\t逊";"スコット・ジョンソン";"Scott Johnson";"Scott Johnson";"Скотт Джонсон";"Scott Johnson";"Scott Johnson";"스콧 존슨";"Скот Джонсан";"««Scott Johnson»»";"斯科特•詹森";"斯\t科\t特\t·\t约\t翰\t逊";;
"country_usa_pilot_9";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"Гамильтон МакГвайр";"Hamilton McGuire";"Hamilton McGuire";"Hamilton McGuire";"汉\t密\t尔\t顿\t·\t麦\t圭\t尔";"ハミルトン・マグワイヤー";"Hamilton McGuire";"Hamilton McGuire";"Гамільтон МакГуайр";"Hamilton McGuire";"Hamilton McGuire";"해밀턴 맥과이어";"Гэмілтан МакГвайр";"««Hamilton McGuire»»";"漢密爾頓•麥圭爾";"汉\t密\t尔\t顿\t·\t麦\t圭\t尔";;
"country_usa_pilot_10";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"Гомес Габрески";"Gomez Gabreski";"Gomez Gabreski";"Gomez Gabreski";"戈\t麦\t斯\t·\t加\t布\t雷\t斯\t基";"ゴメス・ガブレスキー";"Gomez Gabreski";"Gomez Gabreski";"Гомес Габрескі";"Gomez Gabreski";"Gomez Gabreski";"고메즈 가브레스키";"Гомэс Габрэскі";"««Gomez Gabreski»»";"戈麥斯•加佈雷斯基";"戈\t麦\t斯\t·\t加\t布\t雷\t斯\t基";;
"country_usa_pilot_11";"Lance Curtis";"Lance Curtis";"Lance Curtis";"Lance Curtis";"Lance Curtis";"Лэнс Кертис";"Lance Curtis";"Lance Curtis";"Lance Curtis";"兰\t斯\t·\t柯\t蒂\t斯";"ランス・カーティス";"Lance Curtis";"Lance Curtis";"Ленс Кертіс";"Lance Curtis";"Lance Curtis";"랜스 커티스";"Лэанс Кэртыс";"««Lance Curtis»»";"蘭斯•柯帝士";"兰\t斯\t·\t柯\t蒂\t斯";;
